course_id,course_title,lec_section,lab_section,lec_credit,lab_credit,day,time,room,lecturer
261799,Master’s Thesis,000,008,0,12,TBA,0000-0000,0000,คณาจารย์
261799,Master’s Thesis,000,009,0,12,TBA,0000-0000,TBA,คณาจารย์
261799,Master’s Thesis,000,010,0,12,TBA,0000-0000,TBA,คณาจารย์
261898,Dissertation,000,001,0,48,TBA,0000-0000,TBA,นริศรา  เอี่ยมคณิตชาติ
261898,Dissertation,000,002,0,48,TBA,0000-0000,0000,คณาจารย์
261898,Dissertation,000,003,0,48,TBA,0000-0000,0000,คณาจารย์
261898,Dissertation,000,004,0,48,TBA,0000-0000,0000,คณาจารย์
261898,Dissertation,000,005,0,48,TBA,0000-0000,0000,คณาจารย์
261898,Dissertation,000,006,0,48,TBA,0000-0000,0000,คณาจารย์
261898,Dissertation,000,007,0,48,TBA,0000-0000,0000,คณาจารย์
261899,Dissertation,000,001,0,36,TBA,0000-0000,-,คณาจารย์
261899,Dissertation,000,002,0,36,TBA,0000-0000,0000,กำพล  วรดิษฐ์
